ID,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,STATUS,CODE_GENDER_NUM,FLAG_OWN_CAR_NUM,FLAG_OWN_REALTY_NUM,CNT_CHILDREN_NUM
5009120,0,0,0,C,1,0,0,0
5009122,0,0,0,C,1,0,0,0
5009123,0,0,0,C,1,0,0,0
5009124,0,0,0,C,1,0,0,0
5009125,0,0,0,C,1,0,0,0
5009126,0,0,0,C,1,0,0,0
5009127,0,0,0,C,1,0,0,0
5009128,0,0,0,C,1,0,0,0
5009129,0,0,0,C,1,0,0,0
5009130,0,0,0,C,1,0,0,0
5009131,0,0,0,C,1,0,0,0
5009133,0,0,0,C,0,0,1,0
5009134,0,0,0,C,0,0,1,0
5009135,0,0,0,X,0,0,1,0
5009136,0,0,0,C,0,0,1,0
5009137,0,0,0,X,0,0,1,0
5009138,0,0,0,X,0,0,1,0
5009139,0,0,0,X,0,0,1,0
5009140,0,0,0,X,0,0,1,0
5009141,1,1,0,C,1,0,0,0
5009142,1,1,0,C,1,0,0,0
5009143,0,0,0,C,0,1,0,0
5009144,0,0,0,0,0,1,0,0
5009145,1,1,0,C,0,1,0,0
5009146,1,1,0,C,0,1,0,0
5009147,1,1,0,C,0,1,0,0
5009149,1,1,0,C,0,1,0,0
5009150,1,1,0,C,0,1,0,0
5009151,0,0,0,C,1,0,0,0
5009152,0,0,0,C,1,0,0,0
5009153,0,0,0,C,1,0,0,0
5009154,0,0,0,C,1,0,0,0
5009155,0,0,0,C,1,0,0,0
5009156,0,0,0,C,1,0,0,0
5009157,0,0,0,C,1,0,0,0
5009158,0,0,0,C,1,0,0,0
5009159,0,0,0,C,1,0,0,0
5009160,0,0,0,C,1,0,0,0
5009161,0,0,0,C,1,0,0,0
5009162,0,0,0,C,1,0,0,0
5009163,0,1,0,0,1,0,0,0
5009164,0,1,0,0,1,0,0,0
5009165,0,1,0,0,1,0,0,0
5009166,0,1,0,0,1,0,0,0
5009168,0,1,0,0,1,0,0,0
5009170,0,1,1,C,1,1,0,0
5009177,0,0,0,C,0,1,0,0
5009178,0,0,0,0,0,1,0,0
5009179,0,0,0,C,0,1,0,0
5009180,0,0,0,C,0,1,0,0
5009181,0,0,0,0,0,1,0,0
5009182,0,0,0,C,0,1,0,0
5009183,0,0,0,C,0,1,0,0
5009186,1,1,0,0,1,0,0,0
5009187,1,1,0,0,1,0,0,0
5009188,1,1,0,C,1,0,0,0
5009189,1,1,0,C,1,0,0,0
5009190,1,1,0,C,1,0,0,0
5009191,1,1,0,C,1,0,0,0
5009192,1,1,0,C,1,0,0,0
5009193,1,1,0,C,1,0,0,0
5009195,1,1,0,X,1,0,0,0
5009196,1,1,0,X,1,0,0,0
5009198,1,1,0,C,1,0,0,0
5009201,1,1,0,0,1,0,0,0
5009202,1,1,0,0,1,0,0,0
5009203,1,1,0,X,1,0,0,0
5009204,1,1,0,0,1,0,0,0
5009205,1,1,0,X,1,0,0,0
5009206,1,1,0,C,1,0,0,0
5009207,1,1,0,X,1,0,0,0
5009208,1,1,0,C,1,0,0,0
5009209,1,1,0,0,1,0,0,0
5009210,1,1,0,X,1,0,0,0
5009213,1,1,0,X,1,0,0,0
5009215,1,1,0,C,1,0,0,0
5009216,1,1,0,C,1,0,0,0
5009217,1,1,0,X,1,0,0,0
5009220,1,0,0,C,1,1,0,0
5009222,1,0,0,C,1,1,0,0
5009223,1,0,0,C,1,1,0,0
5009224,1,0,0,C,1,1,0,0
5009225,1,0,0,X,1,1,0,0
5009226,1,0,0,C,1,1,0,0
5009227,1,0,0,0,1,1,0,0
5009232,1,0,0,C,1,1,0,0
5009233,1,0,0,C,1,1,0,0
5009234,1,0,0,X,1,1,0,0
5009236,1,0,0,0,1,1,0,0
5009238,0,1,0,C,0,1,0,0
5009239,0,1,0,C,0,1,0,0
5009240,0,1,0,C,0,1,0,0
5009241,0,1,0,C,0,1,0,0
5009242,0,1,0,C,1,0,0,0
5009243,0,1,0,C,1,0,0,0
5009244,0,1,0,C,1,0,0,0
5009246,0,1,0,X,1,0,0,0
5009247,0,1,0,C,1,0,0,0
5009248,0,1,0,C,1,0,0,0
5009249,1,0,0,C,0,1,0,0
5009250,1,0,0,C,0,1,0,0
5009251,1,0,0,C,0,1,0,0
5009252,1,0,0,C,0,1,0,0
5009253,1,0,0,C,0,1,0,0
5009255,0,0,0,0,1,0,0,0
5009257,0,0,0,X,1,0,0,0
5009258,0,0,0,X,1,0,0,0
5009260,0,1,0,C,1,0,0,0
5009261,0,1,0,C,1,0,0,0
5009262,0,1,0,C,1,0,0,0
5009263,0,1,0,C,1,0,0,0
5009264,0,0,0,C,1,0,0,0
5009265,1,1,0,C,0,1,0,0
5009266,1,1,0,C,0,1,0,0
5009267,1,1,0,C,0,1,0,0
5009268,1,1,0,C,0,1,0,0
5009269,1,1,0,C,0,1,0,0
5009270,0,1,0,0,0,0,0,0
5009271,0,1,0,X,0,0,0,0
5009272,0,1,0,X,0,0,0,0
5009274,0,1,0,X,0,0,0,0
5009275,0,1,0,X,0,0,0,0
5009276,0,1,0,0,0,0,0,0
5009277,0,1,0,X,0,0,0,0
5009278,0,1,0,C,1,0,0,0
5009279,0,1,0,X,1,0,0,0
5009280,0,1,0,C,1,0,0,0
5009281,0,1,0,X,1,0,0,0
5009284,0,1,0,C,1,0,0,0
5009285,0,1,0,X,1,0,0,0
5009286,0,1,0,X,1,0,0,0
5009287,0,1,0,0,1,0,0,0
5009289,0,1,0,C,1,0,0,0
5009290,0,1,0,C,1,0,0,0
5009291,0,1,0,X,1,0,0,0
5009292,0,1,0,X,1,0,0,0
5009293,0,1,0,C,1,0,0,0
5009294,0,1,0,C,1,0,0,0
5009295,0,1,0,C,1,0,0,0
5009296,0,1,0,0,1,0,0,0
5009297,0,1,0,1,1,0,0,0
5009299,0,1,0,X,1,0,0,0
5009300,0,1,0,X,1,0,0,0
5009301,0,1,0,C,1,0,0,0
5009302,0,0,0,C,1,0,0,0
5009303,0,0,0,X,1,0,0,0
5009304,0,0,0,C,1,0,0,0
5009305,0,0,0,0,1,0,0,0
5009306,0,1,1,X,1,1,0,0
5009307,0,1,1,C,1,1,0,0
5009308,0,1,1,C,1,1,0,0
5009309,0,1,1,C,1,1,0,0
5009310,0,1,1,C,1,1,0,0
5009311,0,1,1,C,1,1,0,0
5009312,0,1,1,C,1,1,0,0
5009313,0,1,1,0,1,1,0,0
5009314,0,1,1,0,1,1,0,0
5009315,0,1,1,0,1,1,0,0
5009316,0,1,1,C,1,1,0,0
5009317,0,1,1,0,1,1,0,0
5009318,0,1,1,0,1,1,0,0
5009319,0,1,1,C,1,1,0,0
5009325,0,1,0,X,0,1,0,0
5009327,0,1,0,X,0,1,0,0
5009328,0,1,0,X,0,1,0,0
5009329,0,1,0,X,0,1,0,0
5009330,0,1,0,C,0,1,0,0
5009331,0,1,0,X,0,1,0,0
5009332,0,1,0,X,0,1,0,0
5009333,0,1,0,X,0,1,0,0
5009335,0,0,0,0,1,0,0,0
5009336,0,0,0,X,1,0,0,0
5009337,0,0,0,X,1,0,0,0
5009338,1,1,0,0,0,0,0,0
5009339,1,1,0,X,0,0,0,0
5009340,0,0,0,C,0,1,0,0
5009341,0,0,0,C,0,1,0,0
5009342,0,0,0,X,0,1,0,0
5009343,0,0,0,C,0,1,0,0
5009344,0,0,0,0,0,1,0,0
5009345,0,0,0,C,0,1,0,0
5009346,0,0,0,0,0,1,0,0
5009349,0,1,0,X,0,0,0,0
5009354,0,1,0,X,0,0,0,0
5009355,1,1,0,0,1,0,0,0
5009358,1,1,0,X,1,0,0,0
5009359,0,0,0,C,1,1,0,0
5009360,0,0,0,0,1,1,0,0
5009361,1,0,0,C,0,1,0,0
5009362,1,0,0,0,0,1,0,0
5009363,1,0,0,C,0,1,0,0
5009364,1,0,0,0,0,1,0,0
5009365,1,0,0,C,0,1,0,0
5009366,1,0,0,C,0,1,0,0
5009367,1,0,0,C,0,1,0,0
5009368,0,1,1,C,0,1,0,0
5009369,0,1,1,0,0,1,0,0
5009370,0,1,1,0,0,1,0,0
5009371,0,1,1,0,0,1,0,0
5009372,0,1,1,0,0,1,0,0
5009373,0,1,1,C,0,1,0,0
5009378,1,0,1,C,1,0,0,0
5009379,1,0,0,X,0,1,0,0
5009380,1,0,0,X,0,1,0,0
5009381,1,0,0,C,0,1,0,0
5009382,1,0,0,X,0,1,0,0
5009383,0,1,0,C,1,0,0,0
5009384,0,1,0,C,1,0,0,0
5009386,0,1,0,X,1,0,0,0
5009387,0,1,0,0,1,0,0,0
5009389,0,0,0,C,0,0,0,0
5009391,0,0,0,0,0,0,0,0
5009392,0,0,0,X,0,0,0,0
5009393,0,0,0,C,0,0,0,0
5009394,0,0,0,0,0,0,0,0
5009395,0,0,0,0,0,0,0,0
5009396,1,0,0,C,1,0,0,0
5009397,1,0,0,C,1,0,0,0
5009398,1,0,0,C,1,0,0,0
5009399,1,0,0,C,1,0,0,0
5009400,1,0,0,C,1,0,0,0
5009401,1,0,0,C,1,0,0,0
5009402,1,1,0,X,0,0,0,0
5009403,1,1,0,C,0,0,0,0
5009404,0,1,0,0,1,0,0,0
5009405,1,1,0,X,0,0,0,0
5009406,1,1,0,X,0,0,0,0
5009408,1,1,0,X,0,0,0,0
5009410,1,1,0,X,0,0,0,0
5009415,1,1,0,1,1,0,0,0
5009416,1,1,0,0,1,0,0,0
5009417,1,1,0,0,1,0,0,0
5009418,1,1,0,0,1,0,0,0
5009419,1,1,0,C,1,0,0,0
5009420,1,1,0,C,1,0,0,0
5009421,1,1,0,X,1,0,0,0
5009423,0,0,0,X,1,0,0,0
5009424,1,0,0,C,0,0,0,0
5009425,1,0,0,C,0,0,0,0
5009426,0,0,0,0,0,0,0,0
5009427,0,0,0,0,0,0,0,0
5009428,1,0,0,0,0,0,0,0
5009429,1,0,0,0,0,0,0,0
5009431,1,1,0,C,0,1,0,0
5009435,0,1,0,C,1,0,0,0
5009436,0,0,0,C,1,0,0,0
5009437,0,0,0,0,1,0,0,0
5009438,0,0,0,C,1,0,0,0
5009439,0,0,0,C,1,0,0,0
5009440,0,0,0,C,1,0,0,0
5009441,0,1,0,C,1,0,0,0
5009442,0,1,0,X,1,0,0,0
5009443,0,1,0,0,1,0,0,0
5009444,0,1,0,C,1,0,0,0
5009445,1,0,0,C,1,1,0,0
5009447,1,0,0,X,0,1,0,0
5009448,1,0,0,X,0,1,0,0
5009450,0,1,0,C,1,0,0,0
5009451,0,1,0,C,1,0,0,0
5009452,0,1,0,C,1,0,0,0
5009453,0,1,0,X,1,0,0,0
5009454,0,1,0,C,1,0,0,0
5009455,0,1,0,C,1,0,0,0
5009456,0,1,0,C,1,0,0,0
5009457,0,1,0,C,1,0,0,0
5009458,0,1,0,X,1,0,0,0
5009459,1,1,0,X,1,0,0,0
5009460,1,1,0,0,1,0,0,0
5009465,1,1,0,C,1,0,0,0
5009466,1,1,0,C,1,0,0,0
5009468,1,1,0,C,1,0,0,0
5009469,1,1,0,0,1,0,0,0
5009470,1,1,0,C,1,0,0,0
5009471,1,1,0,C,1,0,0,0
5009472,1,1,0,C,1,0,0,0
5009473,0,1,0,X,1,0,0,0
5009480,0,1,0,C,1,0,0,0
5009481,0,1,0,0,1,0,0,0
5009482,0,1,0,X,1,0,0,0
5009484,0,0,0,C,1,0,0,0
5009485,0,0,0,X,1,0,0,0
5009487,0,0,0,C,1,0,0,0
5009488,0,0,0,C,1,0,0,0
5009489,0,0,0,C,1,0,0,0
5009490,1,1,0,X,0,1,0,0
5009492,1,1,0,C,0,1,0,0
5009493,1,0,1,C,0,1,0,0
5009494,1,0,1,X,0,1,0,0
5009495,1,0,1,C,0,1,0,0
5009497,1,0,1,X,0,1,0,0
5009498,1,0,1,0,0,1,0,0
5009499,1,0,1,C,0,1,0,0
5009500,1,0,1,C,0,1,0,0
5009501,1,0,1,0,0,1,0,0
5009502,1,0,1,X,0,1,0,0
5009503,1,0,1,X,0,1,0,0
5009507,0,1,0,0,1,0,0,0
5009508,0,1,0,C,1,0,0,0
5009509,0,1,0,C,1,0,0,0
5009510,0,1,0,X,1,0,0,0
5009512,0,0,0,C,1,0,0,0
5009513,0,0,0,X,1,0,0,0
5009515,0,0,0,X,1,0,0,0
5009516,0,0,0,X,1,0,0,0
5009517,0,0,0,C,1,0,0,0
5009518,1,0,0,0,0,1,0,0
5009519,1,0,0,C,0,1,0,0
5009521,1,0,0,C,0,1,0,0
5009523,1,0,0,0,0,1,0,0
5009524,1,0,0,3,0,1,0,0
5009525,1,0,0,C,0,1,0,0
5009526,0,1,0,X,1,1,0,0
5009527,0,1,0,X,1,1,0,0
5009529,0,1,0,X,1,1,0,0
5009530,0,1,0,X,1,1,0,0
5009531,0,1,0,X,1,1,0,0
5009533,0,1,0,X,1,1,0,0
5009534,0,1,0,C,1,1,0,0
5009535,0,1,0,C,1,1,0,0
5009536,1,0,0,C,0,1,0,0
5009537,1,1,0,C,1,1,0,0
5009540,1,1,0,C,1,1,0,0
5009541,1,1,0,C,1,1,0,0
5009543,0,0,0,C,1,0,0,0
5009545,0,0,0,0,1,0,0,0
5009546,0,0,0,X,1,0,0,0
5009548,0,0,0,X,1,0,0,0
5009551,0,0,0,0,1,0,0,0
5009553,0,0,0,X,1,0,0,0
5009554,0,0,0,C,1,0,0,0
5009555,0,0,0,0,1,0,0,0
5009556,0,0,0,1,1,0,0,0
5009557,0,0,0,0,1,0,0,0
5009558,0,0,0,X,1,0,0,0
5009559,0,0,0,C,1,0,0,0
5009560,0,0,0,0,1,0,0,0
5009561,0,0,0,C,1,0,0,0
5009562,0,1,0,C,1,0,0,0
5009563,0,1,0,0,1,0,0,0
5009564,0,1,0,C,1,0,0,0
5009565,1,1,0,X,0,1,0,0
5009566,1,1,0,X,0,1,0,0
5009567,1,1,0,X,0,1,0,0
5009568,1,1,0,X,0,1,0,0
5009569,1,1,0,X,0,1,0,0
5009570,1,1,0,X,0,1,0,0
5009571,1,1,0,C,0,1,0,0
5009572,1,1,0,X,0,1,0,0
5009573,1,1,0,X,0,1,0,0
5009574,1,1,0,X,0,1,0,0
5009575,0,0,0,C,1,1,0,0
5009576,0,0,0,X,1,1,0,0
5009577,0,0,0,X,1,0,0,0
5009578,0,0,0,X,1,0,0,0
5009579,0,0,0,0,1,0,0,0
5009580,0,0,0,X,1,0,0,0
5009581,0,0,0,X,1,0,0,0
5009582,0,0,0,X,1,0,0,0
5009583,0,0,0,C,1,0,0,0
5009584,0,0,0,X,1,0,0,0
5009585,0,1,0,C,1,0,0,0
5009586,0,1,0,0,1,0,0,0
5009590,0,1,0,0,1,1,0,0
5009591,0,1,0,X,1,1,0,0
5009592,0,1,0,C,1,0,0,0
5009593,1,1,0,C,1,1,0,0
5009594,1,1,0,0,1,1,0,0
5009595,1,1,0,C,1,1,0,0
5009597,1,1,0,C,1,1,0,0
5009599,1,1,0,C,1,1,0,0
5009600,1,1,0,C,1,1,0,0
5009602,1,1,0,C,1,1,0,0
5009603,1,0,0,0,1,0,0,0
5009605,1,0,0,0,1,0,0,0
5009606,1,0,0,X,1,0,0,0
5009607,1,1,0,C,1,0,0,0
5009608,1,1,0,X,1,0,0,0
5009609,1,1,0,C,1,0,0,0
5009610,1,1,0,0,1,0,0,0
5009611,1,1,0,C,1,0,0,0
5009612,1,1,0,X,1,0,0,0
5009613,1,1,0,X,1,0,0,0
5009614,1,1,0,0,1,0,0,0
5009617,0,0,0,C,0,1,0,0
5009618,0,0,0,C,0,1,0,0
5009620,1,0,0,C,0,1,0,0
5009622,1,0,0,C,0,1,0,0
5009623,1,0,0,C,0,1,0,0
5009624,1,0,0,0,0,1,0,0
5009625,1,0,0,C,1,0,0,0
5009627,1,0,0,C,1,0,0,0
5009628,1,0,0,C,1,0,0,0
5009629,1,0,0,C,1,0,0,0
5009631,0,1,0,C,1,0,0,0
5009632,0,1,0,X,1,0,0,0
5009633,1,0,0,X,0,1,0,0
5009634,1,0,0,0,0,1,0,0
5009636,0,1,0,X,1,0,0,0
5009637,0,1,0,C,1,0,0,0
5009638,0,1,0,X,1,0,0,0
5009639,0,1,0,C,1,0,0,0
5009642,1,0,0,0,0,0,0,0
5009643,1,0,0,0,0,0,0,0
5009646,1,0,0,X,0,0,0,0
5009647,1,0,0,C,0,0,0,0
5009648,1,0,0,X,0,0,0,0
5009651,0,1,0,C,1,0,0,0
5009653,0,1,0,0,1,0,0,0
5009654,0,1,0,C,1,0,0,0
5009655,0,1,0,0,1,0,0,0
5009656,0,1,0,C,1,0,0,0
5009657,0,1,0,0,1,0,0,0
5009658,0,1,0,C,1,0,0,0
5009660,1,0,0,C,0,0,0,0
5009661,1,0,0,C,0,0,0,0
5009662,1,0,0,C,0,0,0,0
5009663,1,0,0,C,0,0,0,0
5009664,0,0,0,C,1,0,0,0
5009665,0,0,0,C,1,0,0,0
5009666,0,0,0,C,1,0,0,0
5009667,0,0,0,0,1,0,0,0
5009668,0,0,0,0,1,0,0,0
5009671,1,0,0,0,1,0,0,0
5009672,1,0,0,0,1,0,0,0
5009673,0,1,0,C,1,0,0,0
5009674,0,1,0,C,1,0,0,0
5009675,0,1,0,C,1,0,0,0
5009676,0,1,0,C,1,0,0,0
5009677,0,1,0,C,1,0,0,0
5009678,0,1,0,C,1,0,0,0
5009680,0,1,0,C,1,0,0,0
5009681,0,1,0,C,1,0,0,0
5009682,0,1,0,X,1,0,0,0
5009683,0,1,0,C,1,0,0,0
